,latitude,longitude,name
0,40.759393,-73.985288,Starbucks
1,40.760041,-73.985579,Starbucks
2,40.75663838,-73.99094694,Starbucks
3,40.76056698741214,-73.98380932982371,Starbucks
4,40.75799862,-73.98894971,Starbucks
5,40.760445,-73.98719,Starbucks
6,40.754292223412804,-73.98704612024362,Starbucks
7,40.75953488433791,-73.98098084615312,Starbucks
8,40.75661177752009,-73.98584961891174,Starbucks
9,40.762110813414644,-73.98363055436157,Starbucks
10,40.75696029208336,-73.98937805564258,Starbucks
11,40.7556288776424,-73.98387285120268,Starbucks
12,40.75824934428419,-73.98588716983795,Starbucks
13,40.75779604,-73.98251187,Starbucks
14,40.76190095,-73.98659719,Starbucks
15,40.7569017629723,-73.98128721212817,Starbucks
16,40.75485889,-73.98390393,Starbucks
0,40.760929737925146,-73.98662972875657,Vegan Restaurants
1,40.75768883549578,-73.98883631344103,Vegan Restaurants
2,40.756619,-73.983471,Vegan Restaurants
3,40.760484,-73.989855,Vegan Restaurants
4,40.753998,-73.98566,Vegan Restaurants
5,40.75818714742827,-73.98911699697678,Vegan Restaurants
6,40.754640331117024,-73.98521536250983,Vegan Restaurants
7,40.7540492840697,-73.98601827314143,Vegan Restaurants
8,40.760304141314386,-73.98141719010202,Vegan Restaurants
9,40.75840015048533,-73.98059649550936,Vegan Restaurants
10,40.760723,-73.986646,Vegan Restaurants
11,40.75457216704717,-73.98425119467512,Vegan Restaurants
12,40.761055,-73.982755,Vegan Restaurants
0,40.758013161550835,-73.98557692419998,Nightlife Spot
1,40.75867901649882,-73.98304500009718,Nightlife Spot
2,40.759711,-73.986107,Nightlife Spot
3,40.75669828942629,-73.98468991954745,Nightlife Spot
4,40.75666307392154,-73.98432672642164,Nightlife Spot
5,40.760448074349696,-73.9857089227426,Nightlife Spot
6,40.7589663,-73.98961729999999,Nightlife Spot
7,40.7601449036437,-73.98662695439016,Nightlife Spot
8,40.75904160050783,-73.99004327793013,Nightlife Spot
9,40.758579,-73.98594,Nightlife Spot
10,40.75960047129065,-73.98971467943909,Nightlife Spot
11,40.7554473,-73.986184,Nightlife Spot
12,40.75609513240848,-73.98686288127685,Nightlife Spot
13,40.76070039020589,-73.98791378713977,Nightlife Spot
14,40.76157588888147,-73.98607619461238,Nightlife Spot
15,40.75583105009053,-73.98225689622853,Nightlife Spot
16,40.76137916206961,-73.98175769517468,Nightlife Spot
17,40.761326539133535,-73.98529252121912,Nightlife Spot
18,40.75824934428419,-73.98086071014404,Nightlife Spot
19,40.754095509507124,-73.98601454959868,Nightlife Spot
20,40.76018093601126,-73.98868054889009,Nightlife Spot
21,40.76050967111895,-73.98478661138066,Nightlife Spot
22,40.76037011269929,-73.98730652368901,Nightlife Spot
23,40.754382,-73.98563,Nightlife Spot
24,40.75545897822777,-73.98239364424586,Nightlife Spot
25,40.75516955471529,-73.98693800107652,Nightlife Spot
26,40.762098640594076,-73.98353380475322,Nightlife Spot
27,40.756245378798916,-73.98148633509516,Nightlife Spot
28,40.755575137233166,-73.98132995248353,Nightlife Spot
29,40.75526151840718,-73.98288809343394,Nightlife Spot
0,40.760106288058836,-73.98072123527527,Child service care
1,40.760676,-73.98321,Child service care
